 138, 661,294,Miyoshi,8
 122, 696,295,Hiroshima,6
  98, 656,296,Goutsu,3
 122, 703,297,Yokogawa,0
 118, 709,298,Miyajimaguchi,0
 112, 718,299,Iwakuni,1
 100, 736,300,Kushigahama,8
  93, 733,301,Tokuyama,6
  75, 735,302,ShinYamaguchi,8
  85, 687,303,Masuda,3
  60, 719,304,Senzaki,0
  60, 726,305,Nagatoshi,3
  60, 734,306,MinamiOomine,0
  68, 751,308,Inou,0
  68, 742,309,Ube,0
  62, 751,310,Suzumeda,0
  63, 742,311,Onoda,0
  57, 751,312,NagatoMotoyama,0
  59, 742,313,Asa,0
  51, 748,314,ShinShimonoseki,8
  46, 747,315,Hatabu,0
 240, 565,363,Miyazu,0
 273, 629,364,HigashiHagoromo,0
 266, 648,365,Wakayamashi,0
 267, 634,366,KansaiAirport,0
 257, 627,370,Wadamisaki,0
 203, 662,371,Uno,0
 143, 600,372,Sakaiminato,0
 122, 711,382,Miyajima,0
 110, 700,383,AkiKameyama,0
 255, 556,384,NishiMaizuru,0
 254, 550,385,HigashiMaizuru,6
 272, 617,386,Sakurajima,0
 326, 430,391,KurobeUnazukiOnsen,0
 288, 607,410,Hanaten,0
 287, 609,411,Shigino,0
 288, 460,412,Kanazawa,3
 286, 637,601,Hashimoto,1
 283, 618,602,ShinImamiya,0 

L,201,391,508,0
L,202,391,521,0
L,202,412,522,0
L,208,209,260,0
L,208,210,261,0
L,211,212,263,0
L,213,214,265,0
L,215,412,254,1
L,215,216,267,0
L,215,385,268,1
L,216,217,269,1
L,216,219,270,1
L,217,218,271,0
L,218,219,272,1
L,218,222,273,1
L,219,220,274,0
L,220,223,275,0
L,220,238,276,1
L,220,241,277,1
L,222,223,280,1
L,223,224,281,0
L,223,410,481,0
L,224,225,283,1
L,225,226,285,0
L,225,228,286,1
L,226,601,287,1
L,230,231,279,1
L,231,601,601,1
L,228,235,484,1
L,228,410,480,0
L,231,232,293,0
L,231,365,294,0
L,232,233,293,0
L,232,366,296,0
L,233,234,293,0
L,233,364,298,0
L,234,235,293,0
L,235,236,300,0
L,235,602,307,1
L,236,239,303,1
L,236,244,302,0
L,236,411,483,0
L,238,239,305,0
L,238,250,306,1
L,238,411,485,0
L,239,240,602,1
L,239,244,308,0
L,240,242,602,1
L,240,386,310,0
L,241,246,311,0
L,241,384,312,1
L,242,243,313,0
L,242,602,602,1
L,244,245,314,1
L,244,248,315,1
L,245,246,316,1
L,245,251,317,0
L,246,247,318,1
L,247,252,319,0
L,247,254,320,1
L,248,249,321,1
L,249,250,322,1
L,249,370,323,0
L,250,251,324,0
L,251,252,325,0
L,252,253,326,1
L,252,257,327,1
L,253,260,328,0
L,253,261,329,1
L,254,255,603,1
L,255,256,331,1
L,255,285,332,0
L,256,258,333,1
L,257,258,334,1
L,258,259,335,0
L,259,262,336,1
L,259,283,337,1
L,260,261,338,0
L,261,262,339,1
L,262,263,340,0
L,262,281,341,0
L,262,282,342,0
L,263,265,343,0
L,263,371,344,0
L,281,282,345,1
L,281,290,346,1
L,282,283,347,1
L,283,284,348,0
L,284,285,349,1
L,284,288,350,1
L,285,286,351,1
L,286,287,352,1
L,286,372,353,0
L,287,288,354,0
L,287,296,355,1
L,288,289,356,1
L,289,291,357,1
L,289,294,358,0
L,290,291,359,1
L,291,292,361,0
L,292,293,362,0
L,292,295,364,0
L,293,295,365,0
L,294,295,366,1
L,295,297,368,1
L,295,301,369,0
L,296,303,370,0
L,297,298,368,1
L,297,383,372,0
L,298,299,368,1
L,298,382,374,0
L,299,300,376,1
L,300,301,368,1
L,301,302,378,1
L,302,303,379,1
L,302,308,380,0
L,302,309,381,0
L,303,305,382,1
L,304,305,383,0
L,305,306,384,1
L,305,315,385,0
L,306,313,384,1
L,308,309,381,0
L,308,310,381,0
L,309,311,389,0
L,310,311,381,0
L,310,312,391,0
L,311,313,381,0
L,313,314,393,1
L,314,315,385,0
L,384,385,268,1
L,410,411,482,0
L,601,602,611,0
L,363,384,612,0
L,254,363,613,0
L,246,363,614,0
L,256,257,615,0
L,256,257,617,0
L,257,260,616,0
L,257,260,617,0
l,224,303,617,284,1
l,226,303,617,284,1
l,291,164,671,360,0
l,292,164,671,360,0
l,292,156,698,363,0
l,293,156,698,363,0
l,299,112,736,368,0
l,300,112,736,368,0
L,256,257,404
L,257,260,405
L,254,363,408
L,363,384,409
L,246,363,410
